08 19 17:37:40.645  INFO mysql_avatar::mysqld:73       : Binlog watcher inited, start after 3 secs, running every 3 secs
08 19 17:37:43.650 DEBUG mysql_avatar::mysqld:108      : Binlog file changed...C:/Users/BK-liao/mysqltest/data/binlog/mysql-bin.000002
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.747 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.748 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.748 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.748 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.748 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.748 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.748 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.748 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.749 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.749 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.749 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.749 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.749 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.749 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.749 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.749 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.750 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.750 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.750 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.750 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.750 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.750 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.751 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.751 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.751 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.751 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.751 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.752 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.752 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.752 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.752 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.752 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.752 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.752 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.753 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.753 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.753 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.753 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.753 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.753 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.753 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.753 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.754 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.755 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.756 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.756 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.756 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.756 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.756 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.756 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.756 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.756 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.757 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.758 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.758 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.758 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.758 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.758 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.758 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.758 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.759 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.759 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.759 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.759 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.759 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.759 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.759 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.760 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.761 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.761 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.761 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.761 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.761 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.761 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.761 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.761 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.762 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.763 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.763 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.763 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.763 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.763 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.763 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.764 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.765 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.766 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.766 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.766 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.766 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.766 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.766 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.766 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.766 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.767 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.767 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.767 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.767 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.767 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.768 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.768 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.768 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.768 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.768 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.768 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.768 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.769 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.769 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.769 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.769 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.769 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.769 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.769 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.770 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.770 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.770 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.770 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.770 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.770 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.771 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.771 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.771 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.771 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.771 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.771 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.772 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.772 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.772 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.772 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.772 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.772 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.772 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.772 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.773 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.773 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.773 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.773 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.773 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.773 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.773 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.773 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.774 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.775 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.776 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.777 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.778 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.778 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.778 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.778 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.778 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.778 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.778 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.778 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.779 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.779 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.779 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.779 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.779 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.779 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.779 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.780 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.780 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.780 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.780 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.780 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.780 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.780 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.780 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.781 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.782 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.783 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.783 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.783 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.783 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.783 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.783 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.784 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.784 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.784 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.784 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.784 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.785 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.785 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.785 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.785 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.785 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.785 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.785 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.786 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.787 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.787 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.787 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.787 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.787 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.787 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.787 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.788 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.788 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.788 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.788 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.788 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.788 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.788 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.788 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.789 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.789 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.789 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.789 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.789 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.789 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.789 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.789 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.790 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.791 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:54.791 DEBUG mysql_avatar::mysqld:166      : socket.writable...
